Product Name,Location,,Number of Cows,,,Daily (demand)Date,Quantity Sold (liters/kg),Customer Location,weekly demand data date,Product ID,,,Brand,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Quantity available  (liters/kg),,Total Value of available quantity ,,,,,,,Approx. Total Revenue(INR),,Sales Channel,,Price per Unit,Total Value of available quantity ,,,,,,Price per Unit (sold),
Curd,Maharashtra,,51,,,10-09-2019,616,Gujarat,5887,6,,,Sudha,65,63.63,681.79,,43620.92,,,,,,,41690.88,,Retail,,63.98,43620.92,,,,,,67.68,
Lassi,Kerala,,56,,,11-09-2019,472,Maharashtra,5691,7,,,Amul,121,93.95,593.01,,41279.43,,,,,,,35201.76,,Retail,,69.61,41279.43,,,,,,74.58,
Cheese,Bihar,,59,,,11-09-2019,8,Karnataka,5691,3,,,Amul,545,17.78,553.56,,37470.48,,,,,,,572.24,,Online,,67.69,37470.48,,,,,,71.53,
Butter,Telangana,,39,,,11-09-2019,285,Jharkhand,5691,2,,,Parag Milk Foods,649,29.72,934,,18820.10,,,,,,,5671.5,,Retail,,20.15,18820.10,,,,,,19.9,
Lassi,Rajasthan,,19,,,12-09-2019,481,Chandigarh,5551,7,,,Raj,333,65.01,814.38,,33291.85,,,,,,,19504.55,,Retail,,40.88,33291.85,,,,,,40.55,
Paneer,Karnataka,,44,,,12-09-2019,1,Chandigarh,5551,9,,,Amul,0,36.28,1.22,,46.04,,,,,,,40.1,,Online,,37.74,46.04,,,,,,40.1,
Butter,Delhi,,87,,,12-09-2019,1,Rajasthan,5551,2,,,Parag Milk Foods,73,14.02,74.21,,2124.63,,,,,,,30.38,,Retail,,28.63,2124.63,,,,,,30.38,
Curd,Chandigarh,,77,,,12-09-2019,15,Bihar,5551,6,,,Amul,948,76.59,963.06,,32079.53,,,,,,,540.15,,Retail,,33.31,32079.53,,,,,,36.01,
Curd,Delhi,,39,,,12-09-2019,205,Madhya Pradesh,5551,6,,,Amul,46,20.28,251.4,,11594.57,,,,,,,9796.95,,Retail,,46.12,11594.57,,,,,,47.79,
Buttermilk,Delhi,,35,,,13-09-2019,467,Tamil Nadu,4976,8,,,Raj,349,37.13,816.57,,78799.01,,,,,,,44435.05,,Online,,96.5,78799.01,,,,,,95.15,
Butter,Kerala,,64,,,14-09-2019,12,Uttar Pradesh,6159,2,,,Mother Dairy,27,95.8,39.13,,666.78,,,,,,,150.96,,Online,,17.04,666.78,,,,,,12.58,
Paneer,Chandigarh,,19,,,14-09-2019,250,Maharashtra,6159,9,,,Raj,180,34.15,430.59,,16538.96,,,,,,,10847.5,,Wholesale,,38.41,16538.96,,,,,,43.39,
Curd,Bihar,,82,,,14-09-2019,450,Madhya Pradesh,6159,6,,,Sudha,9,82.7,459.1,,18180.36,,,,,,,19705.5,,Wholesale,,39.6,18180.36,,,,,,43.79,
Milk,Maharashtra,,76,,,14-09-2019,96,Telangana,6159,1,,,Sudha,221,58.23,317.51,,31052.48,,,,,,,8944.32,,Online,,97.8,31052.48,,,,,,93.17,
Buttermilk,Delhi,,14,,,14-09-2019,138,West Bengal,6159,8,,,Mother Dairy,291,39.28,429.74,,4675.57,,,,,,,1328.94,,Wholesale,,10.88,4675.57,,,,,,9.63,
Butter,Madhya Pradesh,,91,,,15-09-2019,125,Uttar Pradesh,5269,2,,,Warana,756,96.25,881.3,,73368.22,,,,,,,10851.25,,Retail,,83.25,73368.22,,,,,,86.81,
Ice Cream,Bihar,,53,,,16-09-2019,571,Delhi,6140,5,,,Palle2patnam,304,46.42,875.37,,23757.54,,,,,,,16895.89,,Retail,,27.14,23757.54,,,,,,29.59,
Milk,Delhi,,11,,,16-09-2019,860,Bihar,6140,1,,,Raj,127,97.87,987.13,,73136.46,,,,,,,61128.8,,Retail,,74.09,73136.46,,,,,,71.08,
Curd,Jharkhand,,52,,,16-09-2019,632,Bihar,6140,6,,,Amul,62,22.71,694.29,,63999.65,,,,,,,60198,,Wholesale,,92.18,63999.65,,,,,,95.25,
Milk,Delhi,,97,,,16-09-2019,1,Kerala,6140,1,,,Raj,118,78.36,119.29,,3394.99,,,,,,,24.02,,Wholesale,,28.46,3394.99,,,,,,24.02,
Paneer,Haryana,,10,,,16-09-2019,111,Chandigarh,6140,9,,,Sudha,213,77.61,324.34,,20076.65,,,,,,,6489.06,,Wholesale,,61.9,20076.65,,,,,,58.46,
Paneer,Maharashtra,,77,,,16-09-2019,32,Delhi,6140,9,,,Sudha,233,99.83,265.18,,23189.99,,,,,,,2847.36,,Wholesale,,87.45,23189.99,,,,,,88.98,
Cheese,Maharashtra,,60,,,17-09-2019,280,Haryana,4820,3,,,Britannia Industries,193,56.66,473.8,,14891.53,,,,,,,8744.4,,Retail,,31.43,14891.53,,,,,,31.23,
Ice Cream,Telangana,,100,,,17-09-2019,198,West Bengal,4820,5,,,Amul,190,88.47,388.51,,11519.32,,,,,,,5290.56,,Retail,,29.65,11519.32,,,,,,26.72,
Butter,Kerala,,40,,,18-09-2019,128,Tamil Nadu,5100,2,,,Amul,12,92.03,140.43,,7503.17,,,,,,,6731.52,,Wholesale,,53.43,7503.17,,,,,,52.59,
Buttermilk,Delhi,,19,,,18-09-2019,123,Kerala,5100,8,,,Mother Dairy,401,85.91,524.67,,41139.37,,,,,,,9367.68,,Wholesale,,78.41,41139.37,,,,,,76.16,
Ghee,Chandigarh,,13,,,18-09-2019,11,Telangana,5100,10,,,Mother Dairy,79,70.47,90.01,,5789.44,,,,,,,730.07,,Wholesale,,64.32,5789.44,,,,,,66.37,
Yogurt,Madhya Pradesh,,62,,,18-09-2019,317,Tamil Nadu,5100,4,,,Palle2patnam,221,62.95,538.84,,42379.77,,,,,,,24174.42,,Retail,,78.65,42379.77,,,,,,76.26,
Ghee,Jharkhand,,18,,,18-09-2019,46,Haryana,5100,10,,,Mother Dairy,195,15.84,241.3,,18039.59,,,,,,,3530.5,,Online,,74.76,18039.59,,,,,,76.75,
Lassi,Maharashtra,,92,,,19-09-2019,128,Chandigarh,4825,7,,,Sudha,787,38.77,915.42,,30620.80,,,,,,,3979.52,,Wholesale,,33.45,30620.80,,,,,,31.09,
Butter,Chandigarh,,67,,,20-09-2019,3,Delhi,5459,2,,,Amul,5,54.58,8.47,,768.99,,,,,,,261.84,,Retail,,90.79,768.99,,,,,,87.28,
Buttermilk,Gujarat,,40,,,20-09-2019,591,Gujarat,5459,8,,,Raj,19,39.35,610.9,,52952.81,,,,,,,48562.47,,Wholesale,,86.68,52952.81,,,,,,82.17,
Milk,Chandigarh,,55,,,20-09-2019,29,Madhya Pradesh,5459,1,,,Raj,113,32.74,142.96,,10281.68,,,,,,,2212.99,,Wholesale,,71.92,10281.68,,,,,,76.31,
Cheese,Chandigarh,,70,,,20-09-2019,649,Haryana,5459,3,,,Dynamix Dairies,27,70.51,676.08,,17003.41,,,,,,,13090.33,,Online,,25.15,17003.41,,,,,,20.17,
Paneer,Maharashtra,,63,,,20-09-2019,118,West Bengal,5459,9,,,Mother Dairy,46,61.62,164.91,,11969.17,,,,,,,8868.88,,Retail,,72.58,11969.17,,,,,,75.16,
Buttermilk,Kerala,,21,,,20-09-2019,210,Karnataka,5459,8,,,Raj,211,99.51,421.39,,35649.59,,,,,,,17026.8,,Online,,84.6,35649.59,,,,,,81.08,
Buttermilk,Bihar,,68,,,20-09-2019,48,Karnataka,5459,8,,,Raj,6,65.95,54.68,,1207.33,,,,,,,1213.44,,Online,,22.08,1207.33,,,,,,25.28,
Curd,Kerala,,25,,,20-09-2019,2,Haryana,5459,6,,,Sudha,0,69.58,2.72,,116.31,,,,,,,79.06,,Wholesale,,42.76,116.31,,,,,,39.53,
Curd,Karnataka,,87,,,21-09-2019,56,Chandigarh,4981,6,,,Mother Dairy,903,78.38,959.03,,58520.01,,,,,,,3490.48,,Retail,,61.02,58520.01,,,,,,62.33,
Butter,Bihar,,68,,,22-09-2019,25,Chandigarh,6302,2,,,Parag Milk Foods,3,10.66,28.42,,942.41,,,,,,,777.75,,Online,,33.16,942.41,,,,,,31.11,
Curd,Madhya Pradesh,,25,,,22-09-2019,193,Tamil Nadu,6302,6,,,Raj,375,50.76,568.38,,13351.25,,,,,,,4572.17,,Online,,23.49,13351.25,,,,,,23.69,
Butter,Uttar Pradesh,,64,,,22-09-2019,170,Gujarat,6302,2,,,Warana,675,99.36,845,,45325.80,,,,,,,9271.8,,Retail,,53.64,45325.80,,,,,,54.54,
Butter,Haryana,,75,,,22-09-2019,608,Rajasthan,6302,2,,,Mother Dairy,189,78.06,797.04,,50811.30,,,,,,,36656.32,,Retail,,63.75,50811.30,,,,,,60.29,
Cheese,Delhi,,26,,,23-09-2019,191,Bihar,5306,3,,,Passion Cheese,591,28.22,782.55,,17529.12,,,,,,,3820,,Online,,22.4,17529.12,,,,,,20,
Paneer,Maharashtra,,34,,,23-09-2019,21,Telangana,5306,9,,,Mother Dairy,7,87.15,28.78,,2802.60,,,,,,,2104.83,,Retail,,97.38,2802.60,,,,,,100.23,
Butter,Delhi,,14,,,23-09-2019,2,Chandigarh,5306,2,,,Parag Milk Foods,13,67.92,15.11,,1384.98,,,,,,,177.42,,Retail,,91.66,1384.98,,,,,,88.71,
Ghee,Gujarat,,78,,,23-09-2019,626,Gujarat,5306,10,,,Sudha,44,97.51,670.96,,38593.62,,,,,,,36113.94,,Wholesale,,57.52,38593.62,,,,,,57.69,
Buttermilk,Kerala,,36,,,23-09-2019,47,Karnataka,5306,8,,,Amul,157,63.07,204.77,,10768.85,,,,,,,2537.06,,Retail,,52.59,10768.85,,,,,,53.98,
Cheese,Delhi,,56,,,24-09-2019,260,Jharkhand,4419,3,,,Passion Cheese,464,84.32,724.8,,69037.20,,,,,,,25880.4,,Retail,,95.25,69037.20,,,,,,99.54,
Milk,Jharkhand,,58,,,24-09-2019,153,Delhi,4419,1,,,Mother Dairy,194,33.94,347.23,,21976.19,,,,,,,9642.06,,Retail,,63.29,21976.19,,,,,,63.02,
Paneer,Maharashtra,,38,,,24-09-2019,40,Tamil Nadu,4419,9,,,Amul,231,40.93,271.12,,18869.95,,,,,,,2639.6,,Retail,,69.6,18869.95,,,,,,65.99,
Butter,Bihar,,80,,,24-09-2019,305,Jharkhand,4419,2,,,Amul,39,91.28,344.91,,26116.59,,,,,,,23576.5,,Wholesale,,75.72,26116.59,,,,,,77.3,
Lassi,Uttar Pradesh,,43,,,25-09-2019,350,Telangana,5908,7,,,Sudha,208,98.49,558.68,,54253.41,,,,,,,34968.5,,Wholesale,,97.11,54253.41,,,,,,99.91,
Yogurt,Karnataka,,56,,,26-09-2019,286,Maharashtra,6972,4,,,Dodla Dairy,79,40.27,365.86,,25295.56,,,,,,,18678.66,,Online,,69.14,25295.56,,,,,,65.31,
Curd,Uttar Pradesh,,19,,,26-09-2019,185,Bihar,6972,6,,,Mother Dairy,12,65.21,197.87,,11717.86,,,,,,,11286.85,,Retail,,59.22,11717.86,,,,,,61.01,
Milk,Kerala,,47,,,26-09-2019,185,Haryana,6972,1,,,Raj,697,39.91,882.8,,26422.20,,,,,,,5252.15,,Wholesale,,29.93,26422.20,,,,,,28.39,
Yogurt,Haryana,,13,,,26-09-2019,9,Delhi,6972,4,,,Dodla Dairy,21,17,30.1,,2735.79,,,,,,,792.45,,Wholesale,,90.89,2735.79,,,,,,88.05,
Lassi,Telangana,,89,,,26-09-2019,97,Gujarat,6972,7,,,Amul,383,22.99,480.29,,10062.08,,,,,,,2304.72,,Online,,20.95,10062.08,,,,,,23.76,
Milk,Jharkhand,,75,,,27-09-2019,540,Rajasthan,7018,1,,,Amul,37,48.59,577.13,,51070.23,,,,,,,48254.4,,Online,,88.49,51070.23,,,,,,89.36,
Curd,Tamil Nadu,,23,,,27-09-2019,139,Chandigarh,7018,6,,,Mother Dairy,539,55.24,678.68,,39709.57,,,,,,,8426.18,,Wholesale,,58.51,39709.57,,,,,,60.62,
Ghee,Maharashtra,,99,,,27-09-2019,219,Karnataka,7018,10,,,Mother Dairy,713,42.58,932.25,,84256.75,,,,,,,19821.69,,Wholesale,,90.38,84256.75,,,,,,90.51,
Curd,Madhya Pradesh,,93,,,27-09-2019,48,Chandigarh,7018,6,,,Sudha,816,23.86,864.01,,12908.31,,,,,,,499.2,,Retail,,14.94,12908.31,,,,,,10.4,
Paneer,Telangana,,78,,,27-09-2019,226,Tamil Nadu,7018,9,,,Amul,157,97.8,383.4,,37707.39,,,,,,,21757.02,,Retail,,98.35,37707.39,,,,,,96.27,
Cheese,Karnataka,,100,,,28-09-2019,533,Uttar Pradesh,6281,3,,,Amul,39,24.66,572.78,,21954.66,,,,,,,18100.68,,Wholesale,,38.33,21954.66,,,,,,33.96,
Lassi,Uttar Pradesh,,58,,,28-09-2019,282,Karnataka,6281,7,,,Mother Dairy,221,70.66,503.77,,35238.71,,,,,,,20752.38,,Online,,69.95,35238.71,,,,,,73.59,
Milk,Jharkhand,,85,,,28-09-2019,365,Madhya Pradesh,6281,1,,,Amul,552,94,917.59,,90520.25,,,,,,,36113.1,,Retail,,98.65,90520.25,,,,,,98.94,
Butter,Chandigarh,,19,,,28-09-2019,193,Tamil Nadu,6281,2,,,Parag Milk Foods,238,88.69,431.76,,35283.43,,,,,,,15685.11,,Retail,,81.72,35283.43,,,,,,81.27,
Yogurt,Delhi,,78,,,28-09-2019,4,Rajasthan,6281,4,,,Amul,24,31.33,28.45,,2363.34,,,,,,,325.64,,Online,,83.07,2363.34,,,,,,81.41,
Milk,Chandigarh,,91,,,01-10-2019,273,Telangana,7372,1,,,Amul,98,11.66,371.52,,25482.56,,,,,,,19393.92,,Online,,68.59,25482.56,,,,,,71.04,
Buttermilk,Rajasthan,,10,,,01-10-2019,363,Haryana,7372,8,,,Sudha,75,54.95,438.49,,21455.32,,,,,,,18364.17,,Wholesale,,48.93,21455.32,,,,,,50.59,
Curd,Haryana,,47,,,01-10-2019,453,Maharashtra,7372,6,,,Mother Dairy,83,25.1,536.41,,22395.12,,,,,,,20067.9,,Online,,41.75,22395.12,,,,,,44.3,
Butter,Uttar Pradesh,,77,,,01-10-2019,359,Karnataka,7372,2,,,Amul,85,60.99,444.2,,26278.87,,,,,,,19719.87,,Online,,59.16,26278.87,,,,,,54.93,
Buttermilk,Chandigarh,,70,,,01-10-2019,111,Rajasthan,7372,8,,,Mother Dairy,468,67.83,579.52,,56833.53,,,,,,,10467.3,,Retail,,98.07,56833.53,,,,,,94.3,
Milk,Kerala,,19,,,01-10-2019,688,Jharkhand,7372,1,,,Raj,263,10.44,951.54,,32799.58,,,,,,,23584.64,,Wholesale,,34.47,32799.58,,,,,,34.28,
Ghee,Tamil Nadu,,97,,,02-10-2019,86,Delhi,5134,10,,,Amul,495,54.72,581.5,,25516.22,,,,,,,3568.14,,Wholesale,,43.88,25516.22,,,,,,41.49,
Paneer,Rajasthan,,68,,,02-10-2019,310,Chandigarh,5134,9,,,Sudha,384,10.69,694.53,,40678.62,,,,,,,17887,,Wholesale,,58.57,40678.62,,,,,,57.7,
Ghee,Delhi,,56,,,02-10-2019,412,Telangana,5134,10,,,Mother Dairy,245,55.88,657.18,,20168.85,,,,,,,13266.4,,Retail,,30.69,20168.85,,,,,,32.2,
Cheese,West Bengal,,93,,,02-10-2019,166,Rajasthan,5134,3,,,Britannia Industries,405,19.27,571.13,,10097.58,,,,,,,2292.46,,Wholesale,,17.68,10097.58,,,,,,13.81,
Butter,Chandigarh,,75,,,02-10-2019,434,Gujarat,5134,2,,,Warana,210,67.99,644.45,,34510.30,,,,,,,22880.48,,Online,,53.55,34510.30,,,,,,52.72,
Yogurt,West Bengal,,96,,,02-10-2019,6,Delhi,5134,4,,,Mother Dairy,56,75.17,62.75,,2483.65,,,,,,,210.24,,Retail,,39.58,2483.65,,,,,,35.04,
Curd,Gujarat,,41,,,03-10-2019,16,Jharkhand,4811,6,,,Mother Dairy,48,60.05,64.45,,2763.62,,,,,,,720.64,,Retail,,42.88,2763.62,,,,,,45.04,
Paneer,Bihar,,58,,,03-10-2019,792,Kerala,4811,9,,,Raj,186,50.1,978.29,,71082.55,,,,,,,56303.28,,Wholesale,,72.66,71082.55,,,,,,71.09,
Cheese,Karnataka,,79,,,04-10-2019,435,Uttar Pradesh,5416,3,,,Amul,304,77.97,739.73,,10859.24,,,,,,,8382.45,,Wholesale,,14.68,10859.24,,,,,,19.27,
Buttermilk,Karnataka,,91,,,05-10-2019,777,Jharkhand,5336,8,,,Raj,137,10.53,914.47,,41736.41,,,,,,,35633.22,,Wholesale,,45.64,41736.41,,,,,,45.86,
Milk,Karnataka,,20,,,05-10-2019,282,Gujarat,5336,1,,,Amul,138,65.47,420.95,,22945.98,,,,,,,16172.7,,Online,,54.51,22945.98,,,,,,57.35,
Cheese,Kerala,,36,,,06-10-2019,826,Delhi,6330,3,,,Amul,47,67.01,873.38,,86883.84,,,,,,,84838.46,,Retail,,99.48,86883.84,,,,,,102.71,
Buttermilk,Madhya Pradesh,,46,,,06-10-2019,146,Telangana,6330,8,,,Sudha,795,42.72,941.86,,34377.89,,,,,,,6053.16,,Wholesale,,36.5,34377.89,,,,,,41.46,
Buttermilk,Chandigarh,,44,,,07-10-2019,136,Delhi,6327,8,,,Mother Dairy,300,21.1,436.44,,27753.22,,,,,,,8281.04,,Online,,63.59,27753.22,,,,,,60.89,
Butter,West Bengal,,71,,,07-10-2019,160,West Bengal,6327,2,,,Amul,69,26.06,229.16,,22686.84,,,,,,,15377.6,,Wholesale,,99,22686.84,,,,,,96.11,
Ice Cream,Haryana,,21,,,07-10-2019,141,Delhi,6327,5,,,Mother Dairy,639,96.12,780.57,,64209.69,,,,,,,12230.34,,Wholesale,,82.26,64209.69,,,,,,86.74,
Butter,Chandigarh,,89,,,08-10-2019,9,Maharashtra,6497,2,,,Mother Dairy,44,13.67,53.89,,5076.98,,,,,,,835.56,,Online,,94.21,5076.98,,,,,,92.84,
Yogurt,Delhi,,42,,,09-10-2019,193,Delhi,7492,4,,,Palle2patnam,237,35.06,430.18,,42312.50,,,,,,,19745.83,,Retail,,98.36,42312.50,,,,,,102.31,
Milk,Haryana,,95,,,09-10-2019,511,Tamil Nadu,7492,1,,,Sudha,148,59.9,659.02,,35514.59,,,,,,,30051.91,,Online,,53.89,35514.59,,,,,,58.81,
Lassi,Bihar,,68,,,09-10-2019,38,Bihar,7492,7,,,Raj,6,90.68,44.28,,2516.88,,,,,,,2167.9,,Online,,56.84,2516.88,,,,,,57.05,
Yogurt,Maharashtra,,33,,,09-10-2019,343,Telangana,7492,4,,,Dodla Dairy,368,66.3,711.94,,26000.05,,,,,,,11353.3,,Wholesale,,36.52,26000.05,,,,,,33.1,
Yogurt,Maharashtra,,94,,,09-10-2019,6,Haryana,7492,4,,,Palle2patnam,9,14.59,15.29,,1450.72,,,,,,,544.92,,Wholesale,,94.88,1450.72,,,,,,90.82,
Yogurt,Bihar,,23,,,10-10-2019,225,Maharashtra,6491,4,,,Mother Dairy,314,87.61,539.6,,33719.60,,,,,,,15025.5,,Online,,62.49,33719.60,,,,,,66.78,
Paneer,Gujarat,,93,,,10-10-2019,195,Maharashtra,6491,9,,,Sudha,100,33.64,295.2,,10151.93,,,,,,,6635.85,,Wholesale,,34.39,10151.93,,,,,,34.03,
Paneer,Haryana,,35,,,10-10-2019,372,Karnataka,6491,9,,,Sudha,29,18.2,401.83,,31909.32,,,,,,,28841.16,,Wholesale,,79.41,31909.32,,,,,,77.53,
Cheese,Gujarat,,74,,,10-10-2019,487,Bihar,6491,3,,,Dynamix Dairies,372,67.26,859.17,,28455.71,,,,,,,18320.94,,Online,,33.12,28455.71,,,,,,37.62,
Lassi,Kerala,,19,,,10-10-2019,74,Karnataka,6491,7,,,Raj,226,72.37,300.1,,13876.62,,,,,,,3398.08,,Online,,46.24,13876.62,,,,,,45.92,
Curd,Delhi,,60,,,10-10-2019,60,Kerala,6491,6,,,Raj,20,56.14,80.82,,5292.90,,,,,,,3761.4,,Retail,,65.49,5292.90,,,,,,62.69,
Yogurt,Telangana,,66,,,11-10-2019,148,Haryana,5989,4,,,Amul,73,75.77,221.9,,13331.75,,,,,,,8168.12,,Wholesale,,60.08,13331.75,,,,,,55.19,
Yogurt,Karnataka,,37,,,11-10-2019,52,Chandigarh,5989,4,,,Amul,34,18.5,86.08,,7803.15,,,,,,,4798.04,,Retail,,90.65,7803.15,,,,,,92.27,
Ghee,Karnataka,,97,,,11-10-2019,155,Bihar,5989,10,,,Raj,5,15.38,160.94,,14476.55,,,,,,,14698.65,,Retail,,89.95,14476.55,,,,,,94.83,
Paneer,Karnataka,,80,,,12-10-2019,373,Delhi,6353,9,,,Mother Dairy,136,19.99,509.23,,31516.24,,,,,,,24748.55,,Online,,61.89,31516.24,,,,,,66.35,
Ghee,West Bengal,,43,,,12-10-2019,336,Chandigarh,6353,10,,,Raj,90,88.24,426.31,,41744.28,,,,,,,32645.76,,Retail,,97.92,41744.28,,,,,,97.16,
Curd,Maharashtra,,50,,,12-10-2019,350,Gujarat,6353,6,,,Raj,71,60.32,421.53,,27256.13,,,,,,,23653,,Wholesale,,64.66,27256.13,,,,,,67.58,
Cheese,Delhi,,88,,,12-10-2019,299,Chandigarh,6353,3,,,Passion Cheese,66,18.83,365.03,,23902.16,,,,,,,18155.28,,Online,,65.48,23902.16,,,,,,60.72,
Cheese,Uttar Pradesh,,100,,,12-10-2019,695,Uttar Pradesh,6353,3,,,Passion Cheese,239,18.12,934.95,,55797.82,,,,,,,40018.1,,Wholesale,,59.68,55797.82,,,,,,57.58,
Butter,Chandigarh,,43,,,13-10-2019,569,Tamil Nadu,4770,2,,,Warana,423,99.2,992.89,,59503.90,,,,,,,34475.71,,Retail,,59.93,59503.90,,,,,,60.59,
Butter,Kerala,,42,,,13-10-2019,331,Jharkhand,4770,2,,,Mother Dairy,419,84.92,750.75,,65990.93,,,,,,,29041.94,,Retail,,87.9,65990.93,,,,,,87.74,
Milk,Madhya Pradesh,,20,,,13-10-2019,69,Chandigarh,4770,1,,,Mother Dairy,128,62.2,197.4,,11857.82,,,,,,,4168.29,,Retail,,60.07,11857.82,,,,,,60.41,
Paneer,Chandigarh,,24,,,14-10-2019,121,Kerala,4135,9,,,Raj,270,95.07,391.13,,32776.69,,,,,,,10672.2,,Retail,,83.8,32776.69,,,,,,88.2,
Ghee,Delhi,,68,,,14-10-2019,287,Kerala,4135,10,,,Raj,532,62.09,819.28,,47501.85,,,,,,,15785,,Online,,57.98,47501.85,,,,,,55,
Butter,Gujarat,,38,,,14-10-2019,3,Delhi,4135,2,,,Mother Dairy,70,59.66,73.82,,3309.35,,,,,,,132.72,,Wholesale,,44.83,3309.35,,,,,,44.24,
Curd,Madhya Pradesh,,31,,,14-10-2019,196,Karnataka,4135,6,,,Mother Dairy,570,53.95,766.18,,16863.62,,,,,,,3567.2,,Retail,,22.01,16863.62,,,,,,18.2,
Milk,Chandigarh,,67,,,15-10-2019,169,Madhya Pradesh,3569,1,,,Sudha,529,77.14,698.27,,23322.22,,,,,,,5607.42,,Wholesale,,33.4,23322.22,,,,,,33.18,
Cheese,Chandigarh,,72,,,15-10-2019,417,Maharashtra,3569,3,,,Britannia Industries,291,42.55,708.68,,39211.26,,,,,,,22213.59,,Retail,,55.33,39211.26,,,,,,53.27,
Butter,Madhya Pradesh,,68,,,15-10-2019,244,Bihar,3569,2,,,Warana,669,32.93,913.81,,87917.66,,,,,,,23924.2,,Wholesale,,96.21,87917.66,,,,,,98.05,
Curd,Chandigarh,,98,,,15-10-2019,154,Rajasthan,3569,6,,,Sudha,771,15.25,925.44,,23913.37,,,,,,,4262.72,,Online,,25.84,23913.37,,,,,,27.68,
Ice Cream,Delhi,,74,,,15-10-2019,20,Chandigarh,3569,5,,,Amul,52,71.79,72.3,,1831.36,,,,,,,514,,Online,,25.33,1831.36,,,,,,25.7,
Buttermilk,Haryana,,55,,,16-10-2019,90,Jharkhand,2948,8,,,Mother Dairy,58,43.83,148.87,,7071.33,,,,,,,4010.4,,Retail,,47.5,7071.33,,,,,,44.56,
Ghee,Gujarat,,54,,,17-10-2019,306,Kerala,3553,10,,,Mother Dairy,47,94.12,353.48,,21498.65,,,,,,,17625.6,,Wholesale,,60.82,21498.65,,,,,,57.6,
Curd,Rajasthan,,44,,,17-10-2019,403,Haryana,3553,6,,,Amul,29,84.19,432.3,,7357.75,,,,,,,6580.99,,Wholesale,,17.02,7357.75,,,,,,16.33,
Lassi,Rajasthan,,18,,,17-10-2019,202,West Bengal,3553,7,,,Raj,382,37.73,584.01,,23459.68,,,,,,,7391.18,,Wholesale,,40.17,23459.68,,,,,,36.59,
Milk,Kerala,,14,,,18-10-2019,449,Madhya Pradesh,4864,1,,,Amul,89,27.02,538.15,,41066.23,,,,,,,32920.68,,Online,,76.31,41066.23,,,,,,73.32,
Cheese,Kerala,,92,,,18-10-2019,64,Madhya Pradesh,4864,3,,,Dynamix Dairies,39,52.31,103.09,,4839.04,,,,,,,3305.6,,Wholesale,,46.94,4839.04,,,,,,51.65,
Paneer,Delhi,,84,,,18-10-2019,206,Uttar Pradesh,4864,9,,,Raj,33,95.05,239.11,,22165.50,,,,,,,18410.22,,Wholesale,,92.7,22165.50,,,,,,89.37,
Milk,Rajasthan,,89,,,19-10-2019,26,West Bengal,5942,1,,,Raj,24,99.87,50.66,,2045.14,,,,,,,1151.8,,Wholesale,,40.37,2045.14,,,,,,44.3,
Cheese,Delhi,,88,,,19-10-2019,68,Haryana,5942,3,,,Dynamix Dairies,388,84.21,456.3,,20939.61,,,,,,,3121.2,,Retail,,45.89,20939.61,,,,,,45.9,
Lassi,Kerala,,10,,,19-10-2019,85,Madhya Pradesh,5942,7,,,Sudha,269,19.24,354.54,,15532.40,,,,,,,3728.95,,Retail,,43.81,15532.40,,,,,,43.87,
Yogurt,Delhi,,14,,,19-10-2019,291,Gujarat,5942,4,,,Mother Dairy,655,99.88,946.01,,22978.58,,,,,,,6399.09,,Retail,,24.29,22978.58,,,,,,21.99,
Butter,Chandigarh,,17,,,20-10-2019,334,Maharashtra,6156,2,,,Warana,369,42.01,703.73,,68677.01,,,,,,,31095.4,,Retail,,97.59,68677.01,,,,,,93.1,
Lassi,Tamil Nadu,,49,,,21-10-2019,41,Haryana,6517,7,,,Sudha,4,44.56,45.21,,2411.50,,,,,,,2369.39,,Retail,,53.34,2411.50,,,,,,57.79,
Paneer,Maharashtra,,75,,,22-10-2019,239,Telangana,7360,9,,,Raj,500,70.71,739.64,,14400.79,,,,,,,3761.86,,Online,,19.47,14400.79,,,,,,15.74,
Milk,Rajasthan,,71,,,22-10-2019,144,Haryana,7360,1,,,Mother Dairy,204,35.53,348.36,,23963.68,,,,,,,10421.28,,Retail,,68.79,23963.68,,,,,,72.37,
Milk,Rajasthan,,98,,,23-10-2019,302,Delhi,6977,1,,,Sudha,563,70.1,865.01,,40110.51,,,,,,,12786.68,,Retail,,46.37,40110.51,,,,,,42.34,
Ghee,West Bengal,,21,,,23-10-2019,37,Rajasthan,6977,10,,,Mother Dairy,14,20.21,51.63,,2717.80,,,,,,,1986.53,,Online,,52.64,2717.80,,,,,,53.69,
Butter,Karnataka,,100,,,23-10-2019,284,Chandigarh,6977,2,,,Parag Milk Foods,442,19.79,726.93,,64420.54,,,,,,,25804.24,,Wholesale,,88.62,64420.54,,,,,,90.86,
Curd,Bihar,,96,,,23-10-2019,54,Chandigarh,6977,6,,,Amul,24,44.06,78.89,,4310.55,,,,,,,2701.62,,Online,,54.64,4310.55,,,,,,50.03,
Ghee,Bihar,,17,,,23-10-2019,18,Tamil Nadu,6977,10,,,Mother Dairy,16,99.51,34.5,,3407.22,,,,,,,1853.64,,Retail,,98.76,3407.22,,,,,,102.98,
